Cluster,Ms_count,Book_count,diff
5,911464,4960,906504
77309747337,5,4,1
103079271292,6,4,2
8590359340,6,5,1
8590220035,48,41,7
25770179904,4,3,1
381572,36,17,19
103079426156,13,11,2
111669200349,4,2,2
8590099362,43,39,4
389553,45,35,10
8590055101,38,27,11
8589990361,33,26,7
68719780744,3,2,1
68719888732,3,2,1
8416,11,9,2
51539683144,5,4,1
63130,46,39,7
219592,15,13,2
34359744467,24,22,2
34312,14,10,4
34307,19,13,6
17180046963,4,2,2
17180046961,4,3,1
17180046964,5,2,3
17180046962,3,2,1
18436,6,5,1
8590051474,15,14,1
17180174018,15,10,5
103079571132,9,8,1
17180211584,28,19,9
17180133586,32,26,6
217583,8,7,1
8590372155,5,4,1
25769920340,9,8,1
217586,38,19,19
34360151075,15,11,4
25769835132,12,11,1
8590006522,22,18,4
180388766808,4,3,1
8590099789,41,30,11
17179939269,14,12,2
42949872741,8,7,1
362027,28,27,1
42949874254,11,10,1
8589947956,29,27,2
51539747740,10,9,1
14549,77,51,26
17180091742,5,4,1
17180116447,11,8,3
17180183988,4,3,1
17180246256,9,8,1
108380,16,12,4
25769983797,14,11,3
51539913543,4,3,1
51539913546,6,5,1
8590055313,13,12,1
8590014072,19,12,7
126818,9,6,3
367746,10,5,5
8589959124,83,53,30
60129634962,10,9,1
34359916952,5,3,2
8589961275,42,24,18
17179993664,3,2,1
17179993669,5,4,1
8590363644,15,8,7
17179993662,9,8,1
17180188224,9,6,3
17180188220,17,16,1
75732,24,20,4
25770027627,12,9,3
42949708959,21,13,8
115568,34,25,9
17179906904,30,21,9
103079611340,14,12,2
201109,16,9,7
51539858421,12,11,1
419854,45,40,5
8589969786,22,21,1
214748508192,5,4,1
8590112227,13,9,4
371298,28,17,11
272933,13,10,3
205619,70,30,40
106207,26,20,6
106203,14,11,3
8589987883,25,13,12
34359779489,10,8,2
8590283242,7,6,1
122072,3,2,1
51539614482,17,16,1
50550,256,118,138
121489,22,20,2
52520,8,7,1
366673,5,4,1
51539626935,18,13,5
320070,28,18,10
34359999046,6,4,2
34360015793,8,7,1
17180075778,10,8,2
8590076062,6,5,1
137439073991,4,3,1
214748416538,4,2,2
249108143830,3,2,1
188978608820,4,2,2
188978614181,3,2,1
47446,57,36,21
25769942598,12,11,1
312178,26,19,7
212819,20,17,3
126024,120,77,43
42949803215,15,13,2
8590228319,22,19,3
226754,24,23,1
42949981560,23,21,2
25769847074,22,21,1
20978,9,7,2
266907,7,4,3
17179958944,16,12,4
17180043493,37,36,1
34359765118,17,15,2
8590275059,16,14,2
389473,8,7,1
409781,74,43,31
60129851053,6,5,1
128394,13,10,3
72054,27,17,10
51539664237,4,3,1
120007,6,5,1
393232,8,7,1
64846,14,12,2
17179973493,38,17,21
168268,67,58,9
77309836267,15,14,1
68719696254,16,15,1
81027,40,32,8
253887,10,8,2
8589971166,9,8,1
8590354996,17,3,14
8590259915,20,17,3
338679,88,30,58
8590226259,21,16,5
60129733037,23,14,9
190458,39,26,13
21935,927,208,719
60129722253,11,10,1
8590245504,6,5,1
206410,28,18,10
128849066743,6,5,1
128849066741,5,4,1
128849066742,4,3,1
8590208633,47,40,7
177260,31,20,11
8590179297,7,6,1
11424,12,11,1
34360133387,3,2,1
11414,80,51,29
147846,171,125,46
359354,23,21,2
49586,218,112,106
34359877023,33,17,16
161530,64,23,41
1995,555,183,372
80787,19,17,2
64017,444,144,300
8590080283,109,46,63
283353,30,25,5
34359784453,6,5,1
8590105125,25,17,8
172426,15,13,2
172424,91,73,18
322862,25,22,3
80589,53,26,27
25769858066,16,14,2
17179973313,9,6,3
47236,126,87,39
25769953339,19,17,2
405294,37,24,13
17179975104,19,15,4
8590143612,11,9,2
64777,15,12,3
68719803476,4,3,1
62627,78,50,28
63890,38,28,10
37395,209,93,116
85899631231,3,2,1
280657,77,56,21
8590314774,49,18,31
42949752200,7,6,1
118519,67,53,14
60129786885,4,3,1
8589990526,3,2,1
17180238720,21,16,5
8590359887,52,41,11
137439017015,3,2,1
53862,45,42,3
25769804718,7,6,1
96392,20,3,17
8590010056,3,2,1
70890,20,16,4
8590209158,40,28,12
118796,129,75,54
42950085240,6,5,1
8590101752,12,9,3
25770088928,13,12,1
51539638805,4,3,1
68719488270,7,6,1
77309531392,5,4,1
77309689824,6,5,1
7135,2967,381,2586
261190,94,19,75
17180176456,22,14,8
8590132546,15,14,1
68719553156,5,4,1
15892,13,12,1
25770196966,12,11,1
8590239695,8,7,1
17180106513,59,50,9
104133,32,23,9
68719478987,14,12,2
106942,189,113,76
5196,12,11,1
34360095172,3,2,1
68719729111,3,2,1
309237944741,4,3,1
17180049515,16,12,4
17179963227,18,17,1
25769861906,59,42,17
3161,12,9,3
8590054000,38,33,5
311307,5,4,1
215934,11,10,1
51539967951,8,7,1
97541,9,8,1
25770115438,9,5,4
134857,6,4,2
133339,32,25,7
17180298668,18,17,1
8589990681,3,2,1
8589990684,4,3,1
8590284804,25,23,2
25770212427,15,14,1
51539731478,15,14,1
72923,144,48,96
103079485028,7,6,1
355408,12,10,2
68719686970,4,3,1
68719686968,3,2,1
8590198801,6,5,1
68719498116,8,7,1
96698,18,15,3
8590366321,24,20,4
120259442433,7,6,1
42949788999,15,10,5
42950070522,13,11,2
17180250618,6,5,1
8590263004,52,39,13
8590219862,9,8,1
103079387473,6,5,1
103079580848,7,6,1
217400,9,7,2
68719551407,5,4,1
17179925444,17,15,2
393020,46,26,20
382954,16,15,1
8590107260,18,13,5
111669322469,8,7,1
30537,14,9,5
34359894297,7,6,1
34360100099,8,7,1
79208,193,34,159
120259421416,6,5,1
42949810290,11,9,2
168690,14,12,2
97184,18,14,4
58454,31,30,1
8590324876,74,43,31
85899659662,10,9,1
211392,46,37,9
17179914116,13,8,5
25770037821,7,6,1
51539860185,6,5,1
8590164316,45,39,6
60129598065,12,11,1
51539955885,10,8,2
422331,12,9,3
94998,42,36,6
68719856372,9,7,2
136348,9,6,3
136350,10,7,3
103079622868,5,4,1
128849181686,4,3,1
135956,25,21,4
42950027490,21,18,3
103079530202,6,5,1
383143,14,10,4
42949988500,13,10,3
8590193888,14,13,1
8590059008,16,14,2
17180269185,22,20,2
337489,6,5,1
27249,253,58,195
68719722830,9,7,2
42949997641,10,9,1
68655,19,14,5
51539728280,7,6,1
6218,42,40,2
8590374756,12,11,1
77309550623,9,7,2
128849215524,6,5,1
284449,8,7,1
228496,23,16,7
17180305557,26,11,15
60129806752,6,4,2
60129560181,11,10,1
371277,13,10,3
410291,11,10,1
351720,27,17,10
410296,7,5,2
17179953849,8,6,2
17179953853,17,14,3
60129771030,5,4,1
17179953859,13,11,2
14975,19,16,3
110232,25,19,6
85899544079,3,2,1
68719501021,3,2,1
85899544078,3,2,1
78102,7,6,1
85899544081,4,3,1
233884,147,103,44
8590031510,24,20,4
412140,15,9,6
412136,21,17,4
51539921860,6,5,1
66703,98,55,43
120310,5,4,1
265533,130,32,98
134004,23,19,4
34360126873,9,8,1
17180261095,9,8,1
217895,46,37,9
351434,4,3,1
21250,71,48,23
120259374115,5,4,1
52267,13,8,5
52271,94,22,72
8590193533,7,5,2
33112,128,56,72
252839,27,18,9
8590183870,34,31,3
34359865357,9,8,1
21198,126,88,38
17180025840,46,43,3
355665,23,22,1
76607,196,168,28
54022,17,13,4
25770119699,5,4,1
42949864332,6,5,1
42950081097,5,4,1
128849395776,3,2,1
12233,18,15,3
8590078194,33,28,5
412503,15,14,1
8590172432,41,34,7
371994,13,11,2
34360134722,4,3,1
329642,9,7,2
256313,35,31,4
34183,15,13,2
25769956664,22,18,4
8589941250,50,42,8
8590194453,4,3,1
17180172363,9,8,1
29237,157,80,77
275608,4,3,1
77309743650,8,7,1
17180109773,12,10,2
25769819188,21,20,1
34360095168,10,8,2
77309743637,5,4,1
8590344115,6,5,1
17180218715,6,5,1
85899495128,10,9,1
25770248295,4,3,1
51540019863,4,3,1
111669527768,3,2,1
94489464684,4,3,1
382935,27,26,1
8590125852,24,21,3
8589994382,8,6,2
8589994386,7,5,2
94489357931,6,3,3
870,42,38,4
33794,207,40,167
357722,11,10,1
44187,7,6,1
17180118567,16,13,3
8590367925,12,11,1
8590151625,59,39,20
8589970309,12,10,2
17179943439,16,11,5
25770030403,7,6,1
130206,15,12,3
8590193135,14,13,1
156490,10,9,1
156492,40,32,8
402759,124,86,38
8589985412,39,35,4
42949916358,5,4,1
42949916363,9,5,4
94489600597,3,2,1
128849458993,4,3,1
42949740144,9,7,2
77309606831,6,5,1
25769962464,11,10,1
245810,22,17,5
8590125879,25,18,7
17180192789,7,6,1
17180192786,8,6,2
8590099726,87,25,62
3064,122,81,41
259132,105,79,26
17179921811,30,25,5
157658,92,59,33
212582,32,15,17
8590089638,18,16,2
8590189901,36,32,4
34359988169,12,11,1
8589943662,24,23,1
17179993082,5,4,1
25769966728,10,9,1
8513,16,11,5
25769966723,9,6,3
34359920717,5,4,1
77309795670,7,5,2
42949797918,4,3,1
8590177885,12,11,1
8590177877,19,15,4
25770087175,8,7,1
111669423669,4,3,1
17180178710,7,5,2
34360121901,11,6,5
60129652407,8,7,1
8589965992,18,16,2
34359917928,7,6,1
265813,16,10,6
8590155567,59,46,13
17180118051,23,22,1
42949967260,7,5,2
216096,23,15,8
42949722706,6,5,1
25769906425,7,6,1
8590302312,28,23,5
55109,108,77,31
8589959114,23,19,4
90242,37,31,6
8589959115,3,2,1
201557,13,11,2
201556,19,14,5
201561,15,12,3
34360036215,20,16,4
8590266002,65,47,18
17180095210,4,3,1
128849440439,9,8,1
25770037100,14,12,2
128849165745,3,2,1
25770158487,3,2,1
17180003340,22,21,1
17179874812,11,8,3
17179874814,5,4,1
17180249989,6,5,1
8590072629,28,24,4
51539910031,3,2,1
8590190349,5,4,1
337592,59,33,26
25770241217,31,17,14
17180022322,18,11,7
17180057952,13,10,3
17180257924,12,10,2
210697,31,29,2
25769927005,9,7,2
34360039441,8,7,1
30470,207,54,153
17180205233,13,11,2
8590304164,27,26,1
167561,4,3,1
8590122826,5,4,1
105866,12,10,2
82771,37,21,16
17179940627,13,12,1
42950086064,10,8,2
17180055712,23,19,4
34359989286,9,8,1
120259434088,5,4,1
158905,124,29,95
77309489377,5,4,1
17179998738,8,6,2
34359969582,7,6,1
17179998742,7,5,2
146029038402,3,2,1
17694,89,72,17
25769808393,10,8,2
17180264881,10,6,4
25769971906,5,3,2
34359945282,4,2,2
60129690020,7,6,1
103079573181,3,2,1
17179962882,5,4,1
122732,44,13,31
25770127652,10,8,2
34360052313,8,6,2
77309423179,9,8,1
17180020644,8,7,1
40859,54,44,10
267009,27,9,18
8590218647,17,16,1
103079372999,11,10,1
77020,9,8,1
8590155830,5,4,1
60129953334,7,6,1
77309629158,5,4,1
17180204120,16,11,5
137529,50,37,13
210216,146,92,54
72052,42,23,19
42949993420,11,9,2
25769825679,20,13,7
106842,67,58,9
17179884959,4,3,1
8590245073,14,12,2
17180239674,11,9,2
111669391457,8,7,1
17179979346,6,5,1
17179979344,6,5,1
25769837365,7,6,1
8590005212,31,23,8
34359974962,8,7,1
17180099215,5,4,1
8590189650,23,22,1
8590303291,32,25,7
150395,25,8,17
8590103021,12,5,7
71343,60,43,17
221347,227,112,115
25770093533,5,4,1
409595,30,27,3
365498,14,10,4
137439328560,4,3,1
8590050602,63,55,8
25770238741,8,5,3
101190,25,22,3
8590138550,28,21,7
42950052967,4,3,1
284718,8,7,1
34359769967,7,6,1
304140,325,80,245
13376,42,30,12
17180265711,13,11,2
25770095021,27,18,9
140473,25,22,3
171992,181,44,137
322918,38,27,11
8590046256,6,5,1
8590046260,8,6,2
8590046261,6,5,1
17180012760,25,22,3
8590185780,48,41,7
287491,9,8,1
8590130215,22,20,2
8590055303,13,11,2
51540052292,3,2,1
80994,28,27,1
225713,7,6,1
293455,11,9,2
17180274659,11,9,2
103079234342,9,8,1
68719850150,6,5,1
80188,14,13,1
40533,157,4,153
85899348442,4,2,2
60129584006,19,18,1
161220,18,15,3
78740,83,25,58
183138,7,6,1
42949783894,9,8,1
85899651010,4,3,1
60129757130,5,4,1
311874,31,24,7
8589985015,47,34,13
101538,70,58,12
251716,33,14,19
251710,11,10,1
94489449323,4,3,1
51540044999,4,3,1
51540045000,4,3,1
8590234625,13,12,1
42950090158,8,7,1
60129835394,6,5,1
25770198652,17,15,2
34359942005,3,2,1
34359942001,7,6,1
8590158693,11,9,2
34360119885,6,5,1
8590158692,8,6,2
25769876286,17,9,8
17180043125,17,15,2
8590229092,18,17,1
192123,3,2,1
8589935496,66,44,22
51539839827,6,5,1
179539,24,22,2
17179934693,7,6,1
128849151214,5,3,2
8589989799,42,25,17
34359948298,6,5,1
111669367569,7,3,4
34359948295,10,7,3
60129835797,5,4,1
60129820529,4,3,1
25770120393,14,13,1
44383,34,27,7
222802,64,37,27
140603,66,41,25
244436,10,8,2
29137,6,5,1
328446,20,18,2
8590188971,12,10,2
34359802968,5,4,1
8590368233,3,2,1
8590368232,3,2,1
8590084350,78,65,13
8590049577,13,11,2
113858,5,3,2
25770098437,7,6,1
77309643036,7,6,1
206158782245,3,2,1
68719785335,5,4,1
78382,102,60,42
8590160972,8,6,2
8590349854,21,15,6
42949968488,4,3,1
25769881131,11,10,1
17180234950,5,4,1
60129739276,5,4,1
25770099685,9,7,2
17179905467,16,15,1
25770026173,10,8,2
402970,26,20,6
8590100532,23,15,8
25769902854,4,3,1
273278,11,10,1
42950078285,6,5,1
101661,62,46,16
51539664678,3,2,1
350495,30,21,9
60129549548,17,16,1
68719623850,3,2,1
196556,74,56,18
8590155095,9,8,1
181750,36,24,12
85899692586,5,3,2
8590268178,16,15,1
8590076146,15,12,3
277833,201,98,103
8590230143,11,9,2
8589982826,21,20,1
183491,49,43,6
32097,190,91,99
180881,72,66,6
42949861146,10,9,1
294162,11,10,1
51539650192,11,10,1
51539836768,9,7,2
17179900235,17,16,1
289061,40,27,13
42949885559,7,6,1
8590081788,9,8,1
146029154184,4,3,1
206849,189,17,172
25769992041,9,4,5
42949772797,12,11,1
51539759506,4,3,1
239279,3,2,1
8589971261,21,17,4
59337,10,9,1
8590002061,15,11,4
8590002064,19,17,2
39556,21,20,1
85272,23,21,2
34360119511,17,15,2
8590311622,48,40,8
17179984812,16,14,2
364625,165,103,62
34359995741,10,8,2
34359995742,7,6,1
34359995744,7,6,1
34359995740,5,4,1
127229,57,41,16
16997,44,28,16
8590179227,28,26,2
34360006407,7,5,2
51539975162,13,10,3
42950106704,10,7,3
15731,37,24,13
77309819367,10,8,2
78975,57,20,37
8590226463,33,25,8
17180241776,9,8,1
180388718554,3,2,1
60129812585,7,6,1
155781,55,46,9
184289,12,11,1
17180254133,38,27,11
25770079135,19,18,1
25770139928,13,12,1
396839,6,5,1
379331,4,3,1
61433,15,12,3
61427,29,24,5
42949713416,6,4,2
174505,25,17,8
42950101597,10,9,1
13617,216,105,111
169723,5,4,1
405327,12,11,1
51539709070,10,8,2
25769855963,7,6,1
17180241127,19,16,3
306612,20,18,2
17180266102,13,11,2
25769912129,4,2,2
17180062252,14,12,2
299305,54,40,14
34359969878,17,13,4
166733,11,10,1
111669568594,5,4,1
123757,18,12,6
328377,50,42,8
11222,21,20,1
47258,10,8,2
17180056845,5,4,1
344157,51,37,14
8590115286,58,42,16
17180104167,15,13,2
8590038917,35,22,13
17180150253,5,3,2
42950106706,7,6,1
25770136457,6,5,1
131316,39,32,7
34359884500,12,11,1
34359836717,11,10,1
34359997619,5,4,1
117099,6,5,1
25769854470,4,3,1
8590222509,27,22,5
408981,91,65,26
40490,92,51,41
50965,15,14,1
103079316570,9,7,2
307012,36,18,18
8590377444,18,13,5
42950102966,9,7,2
123413,165,118,47
90967,30,26,4
17180219303,10,8,2
17179998486,10,6,4
17179928095,9,7,2
8590051835,6,5,1
8590051834,5,4,1
42949789730,11,10,1
369082,5,4,1
135563,47,32,15
135567,7,6,1
77309504278,9,8,1
316199,63,27,36
176170,6,5,1
128849074801,11,10,1
79635,29,25,4
17180123655,35,30,5
120259338426,5,4,1
8590122908,3,2,1
17180217253,8,7,1
389598,17,16,1
51539622568,20,18,2
146029070482,4,3,1
146029070479,3,2,1
42949711769,8,7,1
274549,12,9,3
8590193246,32,30,2
80746,41,20,21
34360102784,7,6,1
85899752502,10,8,2
8589994814,112,97,15
183016,7,6,1
17180114251,24,22,2
34359854877,10,9,1
34360075561,5,4,1
34360075563,7,6,1
215850,7,6,1
157159,38,7,31
217470,16,14,2
60129722432,14,11,3
8590171983,13,12,1
366080,3,2,1
77309435707,3,2,1
116449,3,2,1
42949932334,29,25,4
267790,51,42,9
25770162880,8,7,1
25770162877,8,7,1
11365,23,17,6
11364,50,29,21
361372,18,17,1
85899415239,5,4,1
286497,15,14,1
8590081113,24,18,6
8589976168,15,12,3
16537,33,28,5
137439225967,8,6,2
60129586025,7,6,1
39051,8,7,1
8590047160,22,20,2
8590035099,14,13,1
183972,156,99,57
17180219502,17,16,1
17179869833,14,12,2
8590011225,36,35,1
197568884464,3,2,1
367942,21,16,5
5546,603,155,448
359130,13,11,2
359134,12,11,1
359137,8,7,1
8590161672,7,6,1
120259249869,3,2,1
68719601487,4,2,2
11254,24,23,1
25769808686,26,24,2
25770051305,13,12,1
281082,31,25,6
51539773151,29,23,6
17180163438,7,6,1
85899692378,10,9,1
17180187604,5,4,1
8590029410,55,39,16
8590171316,38,29,9
206987,27,17,10
8590371856,12,11,1
68719496302,6,5,1
137438994469,5,4,1
137438994454,3,2,1
85899597349,6,5,1
42949960986,3,2,1
219765,75,58,17
17180058311,20,17,3
25770203498,6,5,1
25770203502,7,6,1
8590214767,5,3,2
34359784416,15,13,2
17180020406,16,12,4
8590187486,59,47,12
17179895152,10,9,1
12237,12,11,1
12241,39,29,10
51539840180,7,6,1
121389,24,17,7
17180156306,14,9,5
8590053163,11,9,2
8590096193,4,3,1
336412,53,49,4
17180194808,8,6,2
25769845117,10,9,1
30550,16,14,2
79440,16,15,1
163209155932,3,2,1
68835,82,67,15
68719763066,12,10,2
25770012177,13,9,4
25770012178,15,9,6
414226,117,32,85
8590170422,4,3,1
8590170424,6,5,1
8590243865,15,14,1
103079498946,9,6,3
17179897262,6,5,1
51539960198,6,4,2
8590098220,23,16,7
17180103698,18,17,1
25769941629,26,25,1
8590312422,14,13,1
8590049558,17,13,4
51539615145,14,11,3
171798727794,6,4,2
25770176873,7,6,1
8589993248,22,9,13
8590288569,17,12,5
364307,10,9,1
163209155504,7,6,1
17180204357,19,15,4
17180044752,22,13,9
42950094518,3,2,1
42950094520,3,2,1
42950094519,6,5,1
42949842406,8,6,2
42949963347,6,4,2
42949688669,5,4,1
42949688668,10,8,2
42949688664,13,12,1
8590094128,20,19,1
8590011299,10,9,1
17180111915,8,7,1
403432,4,3,1
51539782576,3,2,1
8590074078,11,10,1
25770235914,14,13,1
60129733356,14,12,2
8590033148,9,8,1
17180059116,5,4,1
17180059117,8,7,1
17180059113,6,5,1
60129631563,5,4,1
25770073509,8,7,1
103079318406,6,5,1
143145,37,12,25
103079335456,4,3,1
333374,6,5,1
68719563036,4,3,1
51539630572,19,11,8
42949833202,10,8,2
45972,118,38,80
103079440924,9,6,3
25769916916,3,2,1
168596,4,3,1
52035,183,50,133
34359819771,9,8,1
110157,33,32,1
34359999541,10,9,1
34359999539,6,4,2
34359746319,8,7,1
8590260355,7,6,1
338680,50,23,27
227522,71,58,13
34360055292,7,6,1
300647836234,3,2,1
8590083723,35,30,5
17180022096,4,3,1
25769985951,4,3,1
17179969273,37,27,10
68719537045,7,6,1
8590377947,14,12,2
17180151743,15,13,2
34359930836,9,8,1
8589971649,30,15,15
8589958301,12,11,1
77309673010,4,3,1
8590138299,12,11,1
51539945779,13,11,2
17180110182,8,5,3
8590166819,40,27,13
414455,17,16,1
354164,11,9,2
17180230746,24,21,3
26455,48,45,3
83601,19,17,2
381967,48,45,3
183641,22,8,14
137098,4,3,1
77309795724,5,3,2
352643,12,10,2
146029103954,4,3,1
8589953244,8,7,1
209740,109,73,36
17180299778,38,36,2
369950,22,20,2
202929,26,25,1
301204,101,41,60
25769951125,6,5,1
206158723545,7,6,1
120259257276,6,5,1
242167,5,4,1
263681,19,18,1
103079463429,7,5,2
187611,19,16,3
68719896899,15,13,2
25770206569,20,17,3
111669252501,3,2,1
17180011103,8,7,1
8590031098,45,28,17
60129835585,7,5,2
8589987408,10,9,1
91323,143,88,55
164399,48,44,4
100700,106,71,35
94489381289,8,6,2
132375,10,6,4
8590144458,13,7,6
17180035302,5,4,1
108268,51,40,11
234414,13,12,1
17180041018,15,14,1
42949799164,15,14,1
60201,56,46,10
34360123662,14,9,5
25770037114,16,11,5
25770139445,9,7,2
99259,27,17,10
94489379251,7,6,1
29313,123,23,100
141063,12,7,5
174150,36,30,6
25769876033,16,15,1
164079,42,26,16
17180060834,11,10,1
17180060835,9,6,3
17180060836,10,9,1
8589974039,40,37,3
8590117479,20,17,3
8590209684,11,10,1
8590073906,20,19,1
68719545021,5,4,1
10000,73,54,19
25770222405,7,6,1
51539884628,6,3,3
51539884624,5,3,2
8590199895,19,15,4
34360022875,6,5,1
25770001149,6,5,1
68719763180,9,8,1
17180139094,8,7,1
25769863475,11,10,1
10325,617,187,430
388054,54,42,12
77309735638,4,3,1
42949732590,7,6,1
326841,5,4,1
85899702730,11,10,1
310857,10,8,2
297146,10,8,2
8589963578,68,58,10
17179976383,23,17,6
408938,80,22,58
47854,13,11,2
6812,38,28,10
297003,16,9,7
105738,10,8,2
176347,50,35,15
349986,24,18,6
34359840398,5,4,1
17180139312,9,8,1
17180131631,9,8,1
186240,26,22,4
42949928260,11,10,1
17179964898,12,11,1
12844,68,54,14
60129620892,7,6,1
25769923819,49,44,5
51539677113,5,4,1
149842,22,18,4
33471,35,19,16
17180236327,11,10,1
42949794741,12,11,1
168889,16,13,3
180862,16,15,1
180857,20,19,1
60129607288,12,10,2
111647,31,22,9
60129815826,10,9,1
60129607652,6,5,1
25769928344,7,6,1
34359774052,10,9,1
8590350496,11,10,1
8590350499,13,12,1
25769940404,10,9,1
25769841490,23,16,7
128849045259,5,4,1
17180016768,16,12,4
77309619482,5,4,1
60129829670,11,6,5
83268,7,4,3
42949843451,6,4,2
25769855051,7,5,2
110646,42,37,5
8589965002,33,30,3
8590080992,5,4,1
62744,8,7,1
260020,34,30,4
8589984420,23,21,2
60129834292,6,4,2
25769834332,17,16,1
8590027530,19,17,2
12413,102,87,15
103079245694,7,6,1
68719888993,5,4,1
73588,3,2,1
104863,32,25,7
42949721771,8,7,1
189499,173,79,94
42949807942,9,8,1
417258,41,30,11
34359746502,7,5,2
25770068728,21,18,3
8589968657,14,13,1
8589968666,7,6,1
8589968664,13,12,1
89260,10,9,1
8590002954,65,47,18
89253,15,13,2
350606,34,27,7
42949990526,20,16,4
176551,29,28,1
196472,7,6,1
8589969705,26,25,1
8590239376,13,11,2
103079287336,4,3,1
34359944519,13,12,1
205744,17,16,1
17179979727,7,6,1
17179975472,24,20,4
8590154329,13,12,1
42949888574,7,6,1
248385,21,20,1
17180267952,20,19,1
25769873983,34,23,11
223733,9,7,2
28856,44,28,16
25760,23,15,8
25751,37,23,14
179113,52,31,21
17180011869,17,12,5
25769825467,13,2,11
260417,28,27,1
383175,4,3,1
68719734851,9,8,1
51539924943,10,9,1
230304,26,21,5
248977,39,25,14
34359964547,17,16,1
8590378026,9,8,1
195772,19,15,4
8590002661,14,12,2
42949857375,6,5,1
34359770895,3,2,1
25770030386,7,6,1
42949999397,9,7,2
25770132488,3,2,1
30363,121,79,42
86029,14,10,4
8590379156,12,10,2
60129690087,9,8,1
8590379165,9,8,1
205590,26,20,6
205594,11,9,2
42949778155,9,7,2
25769899560,45,23,22
77309641335,4,3,1
17180052551,11,10,1
364681,28,19,9
17179945640,14,13,1
25769818083,9,8,1
8590033731,70,12,58
51539795649,4,3,1
85899485387,5,4,1
8589967797,43,29,14
8590364239,13,11,2
94489546388,3,2,1
8589986610,49,39,10
105370,32,30,2
137439099090,6,5,1
103729,16,15,1
8590338980,8,7,1
34359838753,8,7,1
8590191692,13,12,1
8590034931,39,32,7
17180298727,18,17,1
111669538891,3,2,1
8590027309,16,15,1
8590027318,5,4,1
8590027308,9,8,1
110932,18,13,5
68719608870,5,4,1
8590056511,19,10,9
111669156595,3,2,1
111209,14,13,1
13186,473,173,300
102963,17,10,7
285335,7,6,1
17180080769,6,5,1
103079398658,4,3,1
253021,43,33,10
200842,7,6,1
92686,14,11,3
17180030328,5,4,1
323691,21,17,4
68719479288,6,5,1
17180104837,7,6,1
553,46,28,18
320336,16,15,1
17180083119,6,5,1
17179969175,6,5,1
42949720357,21,14,7
15264,22,21,1
17180094817,15,11,4
25770069926,7,6,1
190818,27,24,3
174705,14,11,3
25770206336,13,12,1
51539956120,7,6,1
25770177305,11,9,2
20157,269,119,150
42949895621,6,4,2
190133,8,6,2
142834,180,135,45
42950024809,7,6,1
8589980484,24,22,2
125882,25,20,5
60129609678,10,9,1
412563,19,18,1
25770219686,7,6,1
210386,44,40,4
15884,102,76,26
